entry,exit,exit_type,stop_loss,shares,invested,expected_profit,market_regime,technical_analysis,fibonacci_levels,confidence,date,ticker
29.53251363659343,31.474573135375977,fibonacci_profit,28.65,10.0,295.33,19.42,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 31.53213049580993, 'fib_236': 31.060220917034837, 'fib_382': 30.768276855589228, 'fib_500': 30.53232206620168, 'fib_618': 30.29636727681413, 'fib_786': 29.96043164446576, 'fib_100': 29.53251363659343}",0.5,2021-01-05,SOXL
1641.362100595629,1592.12,stop_loss,1592.12,0.0,0.0,0.0,high_volatility,"{'price_action': 'strong_bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 1641.362100595629, 'fib_236': 1616.2005213199043, 'fib_382': 1600.634459564583, 'fib_500': 1588.0536699267209, 'fib_618': 1575.4728802888585, 'fib_786': 1557.5612475841053, 'fib_100': 1534.7452392578125}",0.5,2021-01-05,SOXS
125.73242467921783,127.80048370361328,close,121.96,10.0,1257.32,20.68,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 128.51261072501254, 'fib_236': 127.750584798596, 'fib_382': 127.27916197971119, 'fib_500': 126.89814901650291, 'fib_618': 126.51713605329465, 'fib_786': 125.97467691923542, 'fib_100': 125.2836873079933}",0.5,2021-01-05,AAPL
209.20314651540167,,skip_low_reward,,,,,,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}",,,2021-01-05,MSFT
13.064478962917415,13.368658065795898,close,12.67,68.0,888.38,20.68,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 13.40730342846743, 'fib_236': 13.323396033436001, 'fib_382': 13.27148722125554, 'fib_500': 13.229533523739827, 'fib_618': 13.187579826224113, 'fib_786': 13.127849138235637, 'fib_100': 13.051763619012224}",0.5,2021-01-05,NVDA
241.22000122070312,245.0366668701172,close,233.98,7.0,1688.54,26.72,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 246.94667053222656, 'fib_236': 245.24432391357422, 'fib_382': 244.19117727661134, 'fib_500': 243.34000396728516, 'fib_618': 242.48883065795897, 'fib_786': 241.27699069213867, 'fib_100': 239.73333740234375}",0.5,2021-01-05,TSLA
158.30050659179688,160.92550659179688,close,153.55,10.0,1583.01,26.25,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 161.16900634765625, 'fib_236': 160.48083026123047, 'fib_382': 160.05509420776366, 'fib_500': 159.71100616455078, 'fib_618': 159.3669181213379, 'fib_786': 158.87703005981444, 'fib_100': 158.2530059814453}",0.5,2021-01-05,AMZN
85.74029145480254,86.48383331298828,close,83.17,20.0,1714.81,14.87,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 86.82080925579612, 'fib_236': 86.46974116152897, 'fib_382': 86.25255496761793, 'fib_500': 86.07702092048436, 'fib_618': 85.90148687335078, 'fib_786': 85.65157399268602, 'fib_100': 85.33323258517258}",0.5,2021-01-05,GOOGL
266.8261461973675,269.49151611328125,close,258.82,6.0,1600.96,15.99,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 270.9137063649368, 'fib_236': 269.9302611685446, 'fib_382': 269.3218586317935, 'fib_500': 268.8301360335974, 'fib_618': 268.3384134354013, 'fib_786': 267.6383338040713, 'fib_100': 266.746565702258}",0.5,2021-01-05,META
92.0999984741211,,skip_low_reward,,,,,,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}",,,2021-01-05,AMD
521.5499877929688,520.7999877929688,close,505.9,0.0,0.0,0.0,high_volatility,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 526.780029296875, 'fib_236': 524.2099858398437, 'fib_382': 522.6200437011719, 'fib_500': 521.3350219726562, 'fib_618': 520.0500002441406, 'fib_786': 518.2204777832031, 'fib_100': 515.8900146484375}",0.5,2021-01-05,NFLX
134.91776775212702,138.34857177734375,close,130.87,10.0,1349.18,34.31,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 138.59363316462733, 'fib_236': 137.69400047228254, 'fib_382': 137.13744804396757, 'fib_500': 136.68763169779515, 'fib_618': 136.23781535162277, 'fib_786': 135.59739885876718, 'fib_100': 134.781630230963}",0.5,2021-01-05,QCOM
30.584054147393402,32.14,trailing_stop,29.82,34.0,1039.86,52.9,normal,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 33.137899838626254, 'fib_236': 32.47933243450326, 'fib_382': 32.07191361669836, 'fib_500': 31.74262991463686, 'fib_618': 31.413346212575366, 'fib_786': 30.94453551811493, 'fib_100': 30.34735999064747}",0.5,2021-01-06,SOXL
1585.8138063218857,1546.17,stop_loss,1546.17,0.0,0.0,0.0,normal,"{'price_action': 'strong_bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 1590.2935063397442, 'fib_236': 1558.5772302133066, 'fib_382': 1538.9561441350866, 'fib_500': 1523.0980060718678, 'fib_618': 1507.239868008649, 'fib_786': 1484.6621799186423, 'fib_100': 1455.9025058039913}",0.5,2021-01-06,SOXS
124.59110762597568,123.49854278564453,close,121.48,0.0,0.0,0.0,normal,"{'price_action': 'bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 127.83953083739338, 'fib_236': 126.76440931597286, 'fib_382': 126.09929176458559, 'fib_500': 125.56173100387531, 'fib_618': 125.02417024316506, 'fib_786': 124.25882949910299, 'fib_100': 123.28393117035725}",0.5,2021-01-06,AAPL
204.30187121240775,,skip_low_reward,,,,,,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}",,,2021-01-06,MSFT
13.186896670082936,12.86,stop_loss,12.86,0.0,0.0,0.0,normal,"{'price_action': 'strong_bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 13.209336124160535, 'fib_236': 13.054231022393859, 'fib_382': 12.958276171300916, 'fib_500': 12.880723620417577, 'fib_618': 12.80317106953424, 'fib_786': 12.692757268276607, 'fib_100': 12.55211111667462}",0.5,2021-01-06,NVDA
252.8300018310547,251.9933319091797,close,246.51,0.0,0.0,0.0,normal,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 258.0, 'fib_236': 256.04119927978513, 'fib_382': 254.82939883422853, 'fib_500': 253.8499984741211, 'fib_618': 252.87059811401366, 'fib_786': 251.47619760131835, 'fib_100': 249.6999969482422}",0.5,2021-01-06,TSLA
157.32400512695312,156.91900634765625,close,153.39,0.0,0.0,0.0,normal,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 159.87550354003906, 'fib_236': 159.0925723876953, 'fib_382': 158.60821667480468, 'fib_500': 158.2167510986328, 'fib_618': 157.82528552246094, 'fib_786': 157.26794470214844, 'fib_100': 156.55799865722656}",0.5,2021-01-06,AMZN
84.50618562227412,85.63043975830078,close,82.39,13.0,1098.58,14.62,normal,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 86.67865760253562, 'fib_236': 86.11715881604604, 'fib_382': 85.76979092270928, 'fib_500': 85.48904152946449, 'fib_618': 85.20829213621971, 'fib_786': 84.80858113566781, 'fib_100': 84.29942545639337}",0.5,2021-01-06,GOOGL
260.5704716032722,261.8733215332031,close,254.06,6.0,1563.42,7.82,normal,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 266.2890983655577, 'fib_236': 264.4724271987032, 'fib_382': 263.34855435819145, 'fib_500': 262.44021877476416, 'fib_618': 261.53188319133693, 'fib_786': 260.23865964883026, 'fib_100': 258.59133918397066}",0.5,2021-01-06,META
91.62000274658203,90.33000183105469,close,89.33,0.0,0.0,0.0,normal,"{'price_action': 'bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 92.27999877929688, 'fib_236': 91.61447885131835, 'fib_382': 91.20275889587403, 'fib_500': 90.86999893188477, 'fib_618': 90.5372389678955, 'fib_786': 90.06347901916504, 'fib_100': 89.45999908447266}",0.5,2021-01-06,AMD
511.9700012207031,500.489990234375,close,499.17,0.0,0.0,0.0,normal,"{'price_action': 'strong_bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 513.0999755859375, 'fib_236': 509.8903813476563, 'fib_382': 507.9047849121094, 'fib_500': 506.29998779296875, 'fib_618': 504.6951906738281, 'fib_786': 502.4103947753906, 'fib_100': 499.5}",0.5,2021-01-06,NFLX
137.5316710026044,137.22308349609375,close,134.09,0.0,0.0,0.0,normal,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 139.65549868743668, 'fib_236': 138.713027294215, 'fib_382': 138.12997295773042, 'fib_500': 137.65873726111957, 'fib_618': 137.18750156450872, 'fib_786': 136.5165897252662, 'fib_100': 135.66197583480246}",0.5,2021-01-06,QCOM
32.63864038066174,34.68611526489258,fibonacci_profit,31.66,10.0,326.39,20.47,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 35.03986316893369, 'fib_236': 34.46615401515447, 'fib_382': 34.11123225052834, 'fib_500': 33.82437767363873, 'fib_618': 33.53752309674912, 'fib_786': 33.12911997033001, 'fib_100': 32.608892178343766}",0.5,2021-01-07,SOXL
1481.88501056139,1437.43,stop_loss,1437.43,0.0,0.0,0.0,high_volatility,"{'price_action': 'strong_bearish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 1481.88501056139, 'fib_236': 1453.3403573349776, 'fib_382': 1435.6813769491464, 'fib_500': 1421.4090503359403, 'fib_618': 1407.1367237227341, 'fib_786': 1386.8168010869829, 'fib_100': 1360.9330901104904}",0.5,2021-01-07,SOXS
125.21541754601186,127.71269989013672,close,121.46,10.0,1252.15,24.97,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 128.4053127501758, 'fib_236': 127.53738826416689, 'fib_382': 127.00045192960206, 'fib_500': 126.56648968659762, 'fib_618': 126.13252744359318, 'fib_786': 125.5146828942309, 'fib_100': 124.72766662301945}",0.5,2021-01-07,AAPL
206.1025379552153,210.19493103027344,close,199.92,8.0,1648.82,32.74,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 211.2059957874037, 'fib_236': 209.92659089098004, 'fib_382': 209.13509464149757, 'fib_500': 208.49539219328574, 'fib_618': 207.8556897450739, 'fib_786': 206.94492693745025, 'fib_100': 205.78478859916777}",0.5,2021-01-07,MSFT
12.93258288002647,13.308069229125977,close,12.54,55.0,711.29,20.65,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 13.341728885029843, 'fib_236': 13.226106047667324, 'fib_382': 13.154576665231188, 'fib_500': 13.096765246549928, 'fib_618': 13.038953827868669, 'fib_786': 12.956646045339417, 'fib_100': 12.851801608070014}",0.5,2021-01-07,NVDA
259.2099914550781,272.0133361816406,close,251.43,6.0,1555.26,76.82,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 272.3299865722656, 'fib_236': 269.04250830078126, 'fib_382': 267.0087293701172, 'fib_500': 265.364990234375, 'fib_618': 263.7212510986328, 'fib_786': 261.38101232910157, 'fib_100': 258.3999938964844}",0.5,2021-01-07,TSLA
157.85000610351562,,skip_low_reward,,,,,,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}",,,2021-01-07,AMZN
85.82328752401315,88.1881103515625,close,83.25,12.0,1029.88,28.38,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 88.36106903428461, 'fib_236': 87.76215259786055, 'fib_382': 87.39163649736092, 'fib_500': 87.09217827914888, 'fib_618': 86.79272006093684, 'fib_786': 86.36637276721125, 'fib_100': 85.82328752401315}",0.5,2021-01-07,GOOGL
264.44921118578833,267.2737121582031,close,256.52,6.0,1586.7,16.95,high_volatility,"{'price_action': 'bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 270.1280482329259, 'fib_236': 268.52496599792966, 'fib_382': 267.5332286830591, 'fib_500': 266.731687565561, 'fib_618': 265.9301464480629, 'fib_786': 264.7889692638283, 'fib_100': 263.3353268981961}",0.5,2021-01-07,META
91.33000183105469,95.16000366210938,close,88.59,11.0,1004.63,42.13,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 95.51000213623047, 'fib_236': 94.49284091186523, 'fib_382': 93.86358015441894, 'fib_500': 93.35499954223633, 'fib_618': 92.84641893005372, 'fib_786': 92.12233805847168, 'fib_100': 91.19999694824219}",0.5,2021-01-07,AMD
508.2799987792969,,skip_low_reward,,,,,,"{'price_action': 'neutral', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'strong_support', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}",,,2021-01-07,NFLX
138.25779153651462,141.31646728515625,close,134.11,10.0,1382.58,30.59,high_volatility,"{'price_action': 'strong_bullish', 'bollinger_signal': 'neutral', 'fibonacci_signal': 'resistance', 'rsi_signal': 'neutral', 'macd_signal': 'neutral', 'stochastic_signal': 'neutral', 'overall_signal': 'neutral', 'confidence': 0.5}","{'fib_0': 141.9699549598194, 'fib_236': 141.07888893685825, 'fib_382': 140.52763622773818, 'fib_500': 140.08210321625762, 'fib_618': 139.63657020477703, 'fib_786': 139.00225201894025, 'fib_100': 138.1942514726958}",0.5,2021-01-07,QCOM
